quarter,year,tier,ats_name,total_trades,total_shares,mpid
1,2024,otc,"INX SECURITIES, LLC",650.00,2120030.00,SWCL
1,2024,otc,LODAS SECURITIES ALTERNATIVE TRADING SYSTEM,181.00,1213411.00,ALTS
1,2024,otc,"TZERO ATS, LLC",2104.00,758750.00,PROS
1,2024,otc,NORTH CAPITAL PRIVATE SECURITIES CORPORATION,42801.00,239799.00,PPEX
1,2024,otc,"FNC AG STOCK, LLC",44.00,155001.00,FNCA
1,2024,otc,"VARIABLE INVESTMENT ADVISORS, INC.",16.00,119000.00,VIAT
1,2024,otc,STARTENGINE SECONDARY,466.00,69052.00,STEN
4,2022,tier1,JPM-X,28844590.00,3143895790.00,JPMX
4,2022,tier1,CROSSFINDER,23612053.00,3075714094.00,CROS
4,2022,tier1,LEVEL ATS,23149262.00,2598165727.00,EBXL
4,2022,tier1,MS POOL (ATS-4),11940253.00,2050747620.00,MSPL
4,2022,tier1,INSTINCT X,13877446.00,1897518992.00,MLIX
4,2022,tier1,THE BARCLAYS ATS,11197289.00,1656702505.00,LATS
4,2022,tier1,BIDS ATS,1733806.00,1410152443.00,BIDS
4,2022,tier1,MS TRAJECTORY CROSS (ATS-1),5748439.00,1408118582.00,MSTX
4,2022,tier1,VIRTU MATCHIT ATS,11112699.00,1316999013.00,KCGM
4,2022,tier1,JPB-X,8513478.00,1081583007.00,JPBX
4,2022,tier1,IBKR ATS,5834684.00,952043695.00,IATS
4,2022,tier1,CROSSSTREAM,2369057.00,908294520.00,XSTM
4,2022,tier1,DEALERWEB,4278.00,875539422.00,DLTA
4,2022,tier1,MS RPOOL (ATS-6),5201860.00,667107802.00,MSRP
4,2022,tier1,POSIT,2377552.00,629660887.00,ITGP
4,2022,tier1,INSTINET BLOCKCROSS,38895.00,393880996.00,BLKX
4,2022,tier1,BNPP CORTEX ATS,3728003.00,352666180.00,BNPX
4,2022,tier1,LIQUIDNET H2O ATS,36473.00,345433800.00,LQNA
4,2022,tier1,PURESTREAM,11703042.00,321424053.00,PURE
4,2022,tier1,CBX,1283061.00,232541211.00,ICBX
4,2022,tier1,CODA,1353183.00,197607688.00,CODA
4,2022,tier1,LUMINEX ATS,5498.00,151451664.00,LMNX
4,2022,tier1,LIQUIDNET NEGOTIATION ATS,5238.00,136776220.00,LQNT
4,2022,tier1,CITI-ONE ATS,700727.00,116192173.00,ONEC
4,2022,tier1,ONECHRONOS,74483.00,11488695.00,CGXS
4,2022,tier1,BOATS,150066.00,8577105.00,BLUE
4,2022,tier1,XE,283.00,1828293.00,PJCX
4,2022,tier1,STIFEL X,1104.00,162026.00,STFX
4,2022,tier1,IBKR EOS ATS,293.00,35503.00,IEOS
1,2023,tier1,UBS ATS,93672432.00,7118262439.00,UBSA
1,2023,tier1,SIGMA X2,66154368.00,5589110234.00,SGMT
1,2023,tier1,INTELLIGENT CROSS LLC,54322360.00,4625765368.00,INCR
1,2023,tier1,JPM-X,28654202.00,3198460310.00,JPMX
1,2023,tier1,LEVEL ATS,25770558.00,2788504148.00,EBXL
1,2023,tier1,CROSSFINDER,19987771.00,2515838960.00,CROS
1,2023,tier1,MS POOL (ATS-4),12699093.00,2223756951.00,MSPL
1,2023,tier1,INSTINCT X,14671047.00,2113881614.00,MLIX
1,2023,tier1,THE BARCLAYS ATS,15077725.00,1685742024.00,LATS
1,2023,tier1,BIDS ATS,1827812.00,1563937925.00,BIDS
1,2023,tier1,MS TRAJECTORY CROSS (ATS-1),5799385.00,1459402424.00,MSTX
1,2023,tier1,VIRTU MATCHIT ATS,9581061.00,1115123055.00,KCGM
1,2023,tier1,IBKR ATS,6155442.00,981233657.00,IATS
1,2023,tier1,CROSSSTREAM,2505593.00,903709914.00,XSTM
1,2023,tier1,JPB-X,6289464.00,849991935.00,JPBX
1,2023,tier1,DEALERWEB,4097.00,839416348.00,DLTA
1,2023,tier1,POSIT,2635615.00,680310629.00,ITGP
1,2023,tier1,MS RPOOL (ATS-6),4959821.00,631642852.00,MSRP
1,2023,tier1,PURESTREAM,15002924.00,552023976.00,PURE
1,2023,tier1,INSTINET BLOCKCROSS,39915.00,428510806.00,BLKX
1,2023,tier1,LIQUIDNET H2O ATS,36250.00,374123100.00,LQNA
1,2023,tier1,BNPP CORTEX ATS,7279619.00,348489836.00,BNPX
1,2023,tier1,CBX,1429764.00,232475197.00,ICBX
1,2023,tier1,LUMINEX ATS,7072.00,187474427.00,LMNX
1,2023,tier1,CODA,1289239.00,181521841.00,CODA
1,2023,tier1,LIQUIDNET NEGOTIATION ATS,6105.00,148357600.00,LQNT
1,2023,tier1,CITI-ONE ATS,1100627.00,135084907.00,ONEC
1,2023,tier1,ONECHRONOS,362256.00,51513711.00,CGXS
1,2023,tier1,BOATS,697893.00,23587483.00,BLUE
1,2023,tier1,XE,37.00,391295.00,PJCX
1,2023,tier1,IBKR EOS ATS,631.00,166376.00,IEOS
2,2024,otc,OTC LINK NQB IDQS,839893.00,13463797260.00,OTCN
2,2024,otc,OTC LINK ECN ATS,857293.00,2667961172.00,OTCX
2,2024,otc,GLOBAL OTC,1355991.00,568512333.00,ARCA
2,2024,otc,"INX SECURITIES, LLC",767.00,3281803.00,SWCL
2,2024,otc,LODAS SECURITIES ALTERNATIVE TRADING SYSTEM,155.00,866651.00,ALTS
2,2024,otc,TZERO SECURITIES LLC,1150.00,494696.00,PROS
2,2024,otc,"VARIABLE INVESTMENT ADVISORS, INC.",43.00,400004.00,VIAT
2,2024,otc,NORTH CAPITAL PRIVATE SECURITIES CORPORATION,31616.00,153782.00,PPEX
2,2024,otc,STARTENGINE SECONDARY,413.00,68877.00,STEN
2,2024,otc,"FNC AG STOCK, LLC",32.00,48603.00,FNCA
2,2024,otc,SECURITIZE MARKETS ATS,15.00,4247.00,SMKT
1,2023,tier1,STIFEL X,773.00,103592.00,STFX
2,2023,tier1,UBS ATS,104988768.00,6874213537.00,UBSA
2,2023,tier1,SIGMA X2,71642513.00,5364084166.00,SGMT
2,2023,tier1,INTELLIGENT CROSS LLC,59968335.00,4521941322.00,INCR
2,2023,tier1,JPM-X,33934357.00,3109535396.00,JPMX
2,2023,tier1,LEVEL ATS,28429430.00,2843629254.00,EBXL
2,2023,tier1,INSTINCT X,17414471.00,2339213548.00,MLIX
2,2023,tier1,MS POOL (ATS-4),12012982.00,2133493840.00,MSPL
2,2023,tier1,THE BARCLAYS ATS,19221141.00,1838773072.00,LATS
2,2023,tier1,MS TRAJECTORY CROSS (ATS-1),6063136.00,1498893190.00,MSTX
2,2023,tier1,BIDS ATS,1728770.00,1373511249.00,BIDS
2,2023,tier1,VIRTU MATCHIT ATS,9285142.00,1011380203.00,KCGM
2,2023,tier1,DEALERWEB,4127.00,851759238.00,DLTA
2,2023,tier1,CROSSFINDER,7219938.00,784698687.00,CROS
2,2023,tier1,JPB-X,5517284.00,769793903.00,JPBX
2,2023,tier1,CROSSSTREAM,2389027.00,767830725.00,XSTM
2,2023,tier1,IBKR ATS,5087618.00,765663649.00,IATS
2,2023,tier1,PURESTREAM,19663870.00,717128318.00,PURE
2,2023,tier1,POSIT,2394338.00,586620064.00,ITGP
2,2023,tier1,MS RPOOL (ATS-6),4615844.00,586034530.00,MSRP
2,2023,tier1,INSTINET BLOCKCROSS,37309.00,393371784.00,BLKX
2,2023,tier1,LIQUIDNET H2O ATS,41914.00,355721080.00,LQNA
2,2023,tier1,BNPP CORTEX ATS,3579506.00,336943598.00,BNPX
2,2023,tier1,CBX,1647291.00,259209857.00,ICBX
2,2023,tier1,CITI-ONE ATS,1960029.00,223155976.00,ONEC
2,2023,tier1,ONECHRONOS,1817014.00,174423313.00,CGXS
2,2023,tier1,LUMINEX ATS,6334.00,157664889.00,LMNX
2,2023,tier1,CODA,1136521.00,156919762.00,CODA
2,2023,tier1,LIQUIDNET NEGOTIATION ATS,5782.00,142544900.00,LQNT
2,2023,tier1,BOATS,1291982.00,41250877.00,BLUE
2,2023,tier1,XE,603.00,5410224.00,PJCX
2,2023,tier1,IBKR EOS ATS,3555.00,474960.00,IEOS
2,2023,tier1,STIFEL X,400.00,48587.00,STFX
3,2023,tier1,UBS ATS,124794846.00,7221027227.00,UBSA
3,2023,tier1,INTELLIGENT CROSS LLC,71706279.00,5109479914.00,INCR
3,2023,tier1,SIGMA X2,77493957.00,5057565616.00,SGMT
3,2023,tier1,JPM-X,29044691.00,2999156631.00,JPMX
3,2023,tier1,LEVEL ATS,31191413.00,2611385450.00,EBXL
3,2023,tier1,INSTINCT X,17786720.00,2330831945.00,MLIX
3,2023,tier1,MS POOL (ATS-4),13406163.00,2294857771.00,MSPL
3,2023,tier1,THE BARCLAYS ATS,16398214.00,1769833709.00,LATS
3,2023,tier1,MS TRAJECTORY CROSS (ATS-1),6378158.00,1568876447.00,MSTX
3,2023,tier1,BIDS ATS,1596510.00,1306291102.00,BIDS
3,2023,tier1,VIRTU MATCHIT ATS,8734999.00,995707026.00,KCGM
3,2023,tier1,PURESTREAM,26433624.00,930208406.00,PURE
3,2023,tier1,DEALERWEB,3874.00,816634690.00,DLTA
3,2023,tier1,JPB-X,5184095.00,719107351.00,JPBX
3,2023,tier1,CROSSSTREAM,2356068.00,706746226.00,XSTM
3,2023,tier1,IBKR ATS,4697198.00,605348937.00,IATS
3,2023,tier1,MS RPOOL (ATS-6),4794954.00,576922698.00,MSRP
3,2023,tier1,POSIT,2006691.00,546550803.00,ITGP
3,2023,tier1,CROSSFINDER,4900830.00,448446714.00,CROS
3,2023,tier1,BNPP CORTEX ATS,4301177.00,391164817.00,BNPX
3,2023,tier1,LIQUIDNET H2O ATS,35998.00,333956640.00,LQNA
3,2023,tier1,INSTINET BLOCKCROSS,31606.00,331921478.00,BLKX
3,2023,tier1,ONECHRONOS,3494139.00,280896438.00,CGXS
3,2023,tier1,CITI-ONE ATS,2921691.00,273746859.00,ONEC
3,2023,tier1,CBX,2068559.00,269614135.00,ICBX
3,2023,tier1,CODA,1162159.00,144659540.00,CODA
3,2023,tier1,LUMINEX ATS,5560.00,139685395.00,LMNX
3,2024,otc,OTC LINK NQB IDQS,748597.00,10745903989.00,OTCN
3,2024,otc,OTC LINK ECN ATS,914637.00,1772836852.00,OTCX
3,2024,otc,GLOBAL OTC,1207849.00,416491503.00,ARCA
3,2024,otc,"INX SECURITIES, LLC",500.00,2276570.00,SWCL
3,2024,otc,LODAS SECURITIES ALTERNATIVE TRADING SYSTEM,112.00,886369.00,ALTS
3,2024,otc,TZERO SECURITIES LLC,1432.00,568030.00,PROS
3,2024,otc,"VARIABLE INVESTMENT ADVISORS, INC.",20.00,171529.00,VIAT
3,2024,otc,NORTH CAPITAL PRIVATE SECURITIES CORPORATION,23233.00,108235.00,PPEX
3,2024,otc,STARTENGINE SECONDARY,33.00,37316.00,STEN
3,2024,otc,"FNC AG STOCK, LLC",43.00,36097.00,FNCA
3,2024,otc,SECURITIZE MARKETS ATS,26.00,3537.00,SMKT
3,2023,tier1,LIQUIDNET NEGOTIATION ATS,5394.00,114239500.00,LQNT
3,2023,tier1,BOATS,1765237.00,51959083.00,BLUE
3,2023,tier1,XE,147.00,5308745.00,PJCX
3,2023,tier1,IBKR EOS ATS,9792.00,1168874.00,IEOS
3,2023,tier1,STIFEL X,457.00,69206.00,STFX
4,2023,tier1,UBS ATS,130375419.00,8249524056.00,UBSA
4,2023,tier1,INTELLIGENT CROSS LLC,89978158.00,6890840704.00,INCR
4,2023,tier1,SIGMA X2,81225794.00,5609532586.00,SGMT
4,2023,tier1,LEVEL ATS,51525085.00,3395703335.00,EBXL
4,2023,tier1,JPM-X,32011127.00,3314211002.00,JPMX
4,2023,tier1,MS POOL (ATS-4),17232043.00,3023362874.00,MSPL
4,2023,tier1,INSTINCT X,20057499.00,2771371037.00,MLIX
4,2023,tier1,THE BARCLAYS ATS,20433928.00,2302141700.00,LATS
4,2023,tier1,MS TRAJECTORY CROSS (ATS-1),7330170.00,1911071683.00,MSTX
4,2023,tier1,BIDS ATS,1730233.00,1441018868.00,BIDS
4,2023,tier1,VIRTU MATCHIT ATS,11712337.00,1248261695.00,KCGM
4,2023,tier1,PURESTREAM,28255546.00,1019934070.00,PURE
4,2023,tier1,DEALERWEB,4802.00,978052537.00,DLTA
4,2023,tier1,CROSSSTREAM,2756076.00,845330343.00,XSTM
4,2023,tier1,JPB-X,5408314.00,804830993.00,JPBX
4,2023,tier1,IBKR ATS,5546451.00,747666130.00,IATS
4,2023,tier1,POSIT,2548484.00,631050075.00,ITGP
4,2023,tier1,MS RPOOL (ATS-6),6108899.00,613568619.00,MSRP
4,2023,tier1,BNPP CORTEX ATS,4437291.00,440496861.00,BNPX
4,2023,tier1,LIQUIDNET H2O ATS,45193.00,425298470.00,LQNA
4,2023,tier1,INSTINET BLOCKCROSS,37111.00,402471247.00,BLKX
4,2023,tier1,CITI-ONE ATS,4474504.00,401122791.00,ONEC
4,2023,tier1,CBX,4601044.00,352943168.00,ICBX
4,2023,tier1,ONECHRONOS,2595685.00,272412402.00,CGXS
4,2023,tier1,LUMINEX ATS,5913.00,154869148.00,LMNX
4,2023,tier1,LIQUIDNET NEGOTIATION ATS,6813.00,149687000.00,LQNT
4,2023,tier1,CODA,1261826.00,129540210.00,CODA
4,2023,tier1,BOATS,2238755.00,76455459.00,BLUE
4,2023,tier1,STIFEL X,58479.00,6668612.00,STFX
4,2023,tier1,IBKR EOS ATS,16518.00,2109758.00,IEOS
4,2023,tier1,XE,47.00,1837000.00,PJCX
1,2024,tier1,UBS ATS,97141549.00,6887070015.00,UBSA
1,2024,tier1,INTELLIGENT CROSS LLC,81751414.00,6020516368.00,INCR
1,2024,tier1,SIGMA X2,64342850.00,4591349849.00,SGMT
1,2024,tier1,JPM-X,29541950.00,2964611253.00,JPMX
1,2024,tier1,LEVEL ATS,48679411.00,2900977056.00,EBXL
1,2024,tier1,INSTINCT X,22146806.00,2861628634.00,MLIX
1,2024,tier1,MS POOL (ATS-4),14805683.00,2723390463.00,MSPL
1,2024,tier1,THE BARCLAYS ATS,17018214.00,1979663558.00,LATS
1,2024,tier1,MS TRAJECTORY CROSS (ATS-1),6706244.00,1719035084.00,MSTX
1,2024,tier1,BIDS ATS,1733709.00,1346428824.00,BIDS
1,2024,tier1,PURESTREAM,28514400.00,1027343881.00,PURE
1,2024,tier1,VIRTU MATCHIT ATS,9524408.00,986643663.00,KCGM
1,2024,tier1,DEALERWEB,3993.00,826893132.00,DLTA
1,2024,tier1,IBKR ATS,6779265.00,784163325.00,IATS
1,2024,tier1,CROSSSTREAM,2563051.00,783945698.00,XSTM
1,2024,tier1,JPB-X,3962844.00,622383887.00,JPBX
1,2024,tier1,MS RPOOL (ATS-6),5511923.00,589200566.00,MSRP
1,2024,tier1,ONECHRONOS,5198560.00,546515665.00,CGXS
1,2024,tier1,POSIT,1611331.00,536720287.00,ITGP
1,2024,tier1,BNPP CORTEX ATS,4077756.00,407687993.00,BNPX
1,2024,tier1,INSTINET BLOCKCROSS,35530.00,378018731.00,BLKX
1,2024,tier1,LIQUIDNET H2O ATS,38850.00,372028750.00,LQNA
1,2024,tier1,CITI-ONE ATS,4086231.00,365790963.00,ONEC
1,2024,tier1,CBX,4405104.00,322996732.00,ICBX
4,2024,otc,OTC LINK NQB IDQS,989130.00,13131175551.00,OTCN
4,2024,otc,OTC LINK ECN ATS,1144329.00,1556225936.00,OTCX
4,2024,otc,GLOBAL OTC,1546501.00,683724888.00,ARCA
4,2024,otc,LODAS SECURITIES ALTERNATIVE TRADING SYSTEM,167.00,2267455.00,ALTS
4,2024,otc,"INX SECURITIES, LLC",586.00,1894097.00,SWCL
4,2024,otc,TZERO SECURITIES LLC,2242.00,636975.00,PROS
4,2024,otc,"VARIABLE INVESTMENT ADVISORS, INC.",28.00,306000.00,VIAT
4,2024,otc,NORTH CAPITAL PRIVATE SECURITIES CORPORATION,12753.00,72306.00,PPEX
4,2024,otc,STARTENGINE SECONDARY,59.00,20965.00,STEN
4,2024,otc,"FNC AG STOCK, LLC",13.00,19068.00,FNCA
4,2024,otc,SECURITIZE MARKETS ATS,39.00,18775.00,SMKT
1,2024,tier1,LUMINEX ATS,6483.00,165452251.00,LMNX
1,2024,tier1,LIQUIDNET NEGOTIATION ATS,6271.00,156444950.00,LQNT
1,2024,tier1,BOATS,3476065.00,104232014.00,BLUE
1,2024,tier1,CODA,928873.00,90631238.00,CODA
1,2024,tier1,STIFEL X,69575.00,8798758.00,STFX
1,2024,tier1,IBKR EOS ATS,21945.00,3024396.00,IEOS
2,2024,tier1,UBS ATS,103690007.00,7595945859.00,UBSA
2,2024,tier1,INTELLIGENT CROSS LLC,88938393.00,6249953555.00,INCR
2,2024,tier1,SIGMA X2,73884972.00,5088070204.00,SGMT
2,2024,tier1,LEVEL ATS,136758804.00,3543883213.00,EBXL
2,2024,tier1,MS POOL (ATS-4),19045446.00,3482036526.00,MSPL
2,2024,tier1,JPM-X,29527773.00,2911432748.00,JPMX
2,2024,tier1,INSTINCT X,23105496.00,2826101840.00,MLIX
2,2024,tier1,MS TRAJECTORY CROSS (ATS-1),7818260.00,1906587876.00,MSTX
2,2024,tier1,THE BARCLAYS ATS,15201013.00,1816533092.00,LATS
2,2024,tier1,BIDS ATS,1477493.00,1355914285.00,BIDS
2,2024,tier1,PURESTREAM,31080230.00,1148308482.00,PURE
2,2024,tier1,VIRTU MATCHIT ATS,15490706.00,1027975106.00,KCGM
2,2024,tier1,IBKR ATS,7216369.00,862712173.00,IATS
2,2024,tier1,CROSSSTREAM,2540336.00,804584575.00,XSTM
2,2024,tier1,JPB-X,4389977.00,705379181.00,JPBX
2,2024,tier1,DEALERWEB,3738.00,674955991.00,DLTA
2,2024,tier1,MS RPOOL (ATS-6),5712459.00,600752050.00,MSRP
2,2024,tier1,ONECHRONOS,5864448.00,596322154.00,CGXS
2,2024,tier1,POSIT,1520381.00,582665144.00,ITGP
2,2024,tier1,CITI-ONE ATS,6422011.00,470099365.00,ONEC
2,2024,tier1,LIQUIDNET H2O ATS,55946.00,440672830.00,LQNA
2,2024,tier1,BNPP CORTEX ATS,4174679.00,382995590.00,BNPX
2,2024,tier1,INSTINET BLOCKCROSS,34329.00,365709238.00,BLKX
2,2024,tier1,CBX,7888880.00,357324215.00,ICBX
2,2024,tier1,LIQUIDNET NEGOTIATION ATS,6487.00,164357810.00,LQNT
2,2024,tier1,BOATS,5333746.00,153787289.00,BLUE
2,2024,tier1,LUMINEX ATS,5625.00,143992963.00,LMNX
2,2024,tier1,CODA,999428.00,97107403.00,CODA
2,2024,tier1,STIFEL X,91327.00,9843924.00,STFX
2,2024,tier1,IBKR EOS ATS,39856.00,5879883.00,IEOS
3,2024,tier1,UBS ATS,118576740.00,8549334897.00,UBSA
3,2024,tier1,INTELLIGENT CROSS LLC,93848742.00,6680049025.00,INCR
3,2024,tier1,SIGMA X2,83580708.00,5959077042.00,SGMT
3,2024,tier1,LEVEL ATS,99026397.00,4193400213.00,EBXL
3,2024,tier1,MS POOL (ATS-4),18686980.00,3295059962.00,MSPL
3,2024,tier1,INSTINCT X,27591940.00,3117821965.00,MLIX
3,2024,tier1,MS TRAJECTORY CROSS (ATS-1),32084754.00,2666413275.00,MSTX
3,2024,tier1,JPM-X,24958069.00,2166373506.00,JPMX
3,2024,tier1,THE BARCLAYS ATS,18707721.00,1982678456.00,LATS
3,2024,tier1,BIDS ATS,1723282.00,1441367267.00,BIDS
3,2024,tier1,PURESTREAM,33010774.00,1234848933.00,PURE
3,2024,tier1,JPB-X,7674979.00,1157775287.00,JPBX
3,2024,tier1,VIRTU MATCHIT ATS,14483901.00,1086830998.00,KCGM
3,2024,tier1,ONECHRONOS,9128236.00,922737654.00,CGXS
3,2024,tier1,IBKR ATS,8325998.00,908529017.00,IATS
3,2024,tier1,CROSSSTREAM,2787432.00,895290771.00,XSTM
3,2024,tier1,DEALERWEB,4567.00,659463885.00,DLTA
3,2024,tier1,CITI-ONE ATS,7728406.00,647229735.00,ONEC
3,2024,tier1,POSIT,1899521.00,615268616.00,ITGP
3,2024,tier1,MS RPOOL (ATS-6),4952172.00,550399364.00,MSRP
3,2024,tier1,LIQUIDNET H2O ATS,58708.00,453438130.00,LQNA
3,2024,tier1,BNPP CORTEX ATS,5005502.00,406106474.00,BNPX
3,2024,tier1,CBX,7134538.00,395912023.00,ICBX
3,2024,tier1,INSTINET BLOCKCROSS,40343.00,358304768.00,BLKX
3,2024,tier1,LIQUIDNET NEGOTIATION ATS,7340.00,175198900.00,LQNT
3,2024,tier1,BOATS,3651518.00,134868633.00,BLUE
3,2024,tier1,LUMINEX ATS,5116.00,133096224.00,LMNX
1,2025,otc,OTC LINK NQB IDQS,1329114.00,12025172182.00,OTCN
1,2025,otc,OTC LINK ECN ATS,1605926.00,1780903124.00,OTCX
1,2025,otc,GLOBAL OTC,2323087.00,706036592.00,ARCA
1,2025,otc,"INX SECURITIES, LLC",887.00,3349456.00,SWCL
1,2025,otc,"VARIABLE INVESTMENT ADVISORS, INC.",95.00,797750.00,VIAT
1,2025,otc,TZERO SECURITIES LLC,2828.00,780347.00,PROS
1,2025,otc,LODAS SECURITIES ALTERNATIVE TRADING SYSTEM,137.00,627381.00,ALTS
1,2025,otc,NORTH CAPITAL PRIVATE SECURITIES CORPORATION,12652.00,85991.00,PPEX
1,2025,otc,SECURITIZE MARKETS ATS,103.00,82177.00,SMKT
1,2025,otc,STARTENGINE SECONDARY,50.00,21683.00,STEN
1,2025,otc,"FNC AG STOCK, LLC",14.00,8170.00,FNCA
3,2024,tier1,CODA,845290.00,84910524.00,CODA
3,2024,tier1,IBKR EOS ATS,117661.00,14287787.00,IEOS
3,2024,tier1,STIFEL X,114318.00,10267583.00,STFX
4,2024,tier1,UBS ATS,123166830.00,8491804509.00,UBSA
4,2024,tier1,INTELLIGENT CROSS LLC,111123239.00,7570877107.00,INCR
4,2024,tier1,SIGMA X2,94218828.00,5874675642.00,SGMT
4,2024,tier1,LEVEL ATS,93855695.00,4322946275.00,EBXL
4,2024,tier1,INSTINCT X,33185844.00,3504097915.00,MLIX
4,2024,tier1,MS TRAJECTORY CROSS (ATS-1),65942949.00,3262070073.00,MSTX
4,2024,tier1,MS POOL (ATS-4),17252126.00,3157031527.00,MSPL
4,2024,tier1,JPM-X,25158090.00,2103351459.00,JPMX
4,2024,tier1,THE BARCLAYS ATS,16967159.00,1940920187.00,LATS
4,2024,tier1,PURESTREAM,46176446.00,1646438156.00,PURE
4,2024,tier1,JPB-X,9633055.00,1458680018.00,JPBX
4,2024,tier1,BIDS ATS,2203454.00,1434368796.00,BIDS
4,2024,tier1,ONECHRONOS,13768898.00,1298737980.00,CGXS
4,2024,tier1,VIRTU MATCHIT ATS,13978032.00,1085722780.00,KCGM
4,2024,tier1,CROSSSTREAM,3114906.00,925202154.00,XSTM
4,2024,tier1,IBKR ATS,10406122.00,918747030.00,IATS
4,2024,tier1,DEALERWEB,5013.00,649147763.00,DLTA
4,2024,tier1,POSIT,1555145.00,610025827.00,ITGP
4,2024,tier1,CITI-ONE ATS,6179667.00,589329101.00,ONEC
4,2024,tier1,CBX,9531034.00,504649658.00,ICBX
4,2024,tier1,BNPP CORTEX ATS,4953660.00,449383776.00,BNPX
4,2024,tier1,LIQUIDNET H2O ATS,114916.00,437476750.00,LQNA
4,2024,tier1,INSTINET BLOCKCROSS,73552.00,391709366.00,BLKX
4,2024,tier1,MS RPOOL (ATS-6),3597274.00,372504561.00,MSRP
4,2024,tier1,BOATS,2724204.00,193627462.00,BLUE
4,2024,tier1,LIQUIDNET NEGOTIATION ATS,6961.00,163100830.00,LQNT
4,2024,tier1,LUMINEX ATS,4843.00,130009406.00,LMNX
4,2024,tier1,CODA,929626.00,94280206.00,CODA
4,2024,tier1,IBKR EOS ATS,161557.00,18090101.00,IEOS
4,2024,tier1,STIFEL X,141234.00,11079140.00,STFX
2,2025,otc,OTC LINK NQB IDQS,1384867.00,9721899113.00,OTCN
2,2025,otc,OTC LINK ECN ATS,1569585.00,1373753117.00,OTCX
2,2025,otc,GLOBAL OTC,2039400.00,501403601.00,ARCA
2,2025,otc,"INX SECURITIES, LLC",709.00,2010854.00,SWCL
2,2025,otc,TZERO SECURITIES LLC,1123.00,318348.00,PROS
2,2025,otc,LODAS SECURITIES ALTERNATIVE TRADING SYSTEM,65.00,211469.00,ALTS
2,2025,otc,"VARIABLE INVESTMENT ADVISORS, INC.",36.00,202417.00,VIAT
2,2025,otc,NORTH CAPITAL PRIVATE SECURITIES CORPORATION,12395.00,132270.00,PPEX
2,2025,otc,SECURITIZE MARKETS ATS,136.00,131576.00,SMKT
2,2025,otc,STARTENGINE SECONDARY,88.00,22311.00,STEN
2,2025,otc,"FNC AG STOCK, LLC",35.00,20565.00,FNCA
2,2025,tier1,INTELLIGENT CROSS LLC,166613330.00,12897065577.00,INCR
2,2025,tier1,UBS ATS,139602866.00,10380333580.00,UBSA
2,2025,tier1,SIGMA X2,119068139.00,7076775156.00,SGMT
2,2025,tier1,LEVEL ATS,116997952.00,5442830075.00,EBXL
2,2025,tier1,INSTINCT X,49854787.00,4485963750.00,MLIX
2,2025,tier1,MS POOL (ATS-4),20088507.00,4240026301.00,MSPL
2,2025,tier1,MS TRAJECTORY CROSS (ATS-1),49935532.00,4192090354.00,MSTX
2,2025,tier1,PURESTREAM,59554922.00,2956861268.00,PURE
2,2025,tier1,THE BARCLAYS ATS,23083178.00,2655542491.00,LATS
2,2025,tier1,JPM-X,32135911.00,2624562198.00,JPMX
2,2025,tier1,BIDS ATS,4086448.00,2251955194.00,BIDS
2,2025,tier1,ONECHRONOS,22700407.00,2031400259.00,CGXS
2,2025,tier1,JPB-X,18030258.00,1737777451.00,JPBX
2,2025,tier1,VIRTU MATCHIT ATS,17718615.00,1530269229.00,KCGM
2,2025,tier1,POSIT,6067012.00,1383542173.00,ITGP
2,2025,tier1,IBKR ATS,9500103.00,1104212434.00,IATS
2,2025,tier1,CBX,11937855.00,1015029765.00,ICBX
2,2025,tier1,CROSSSTREAM,2975401.00,912772236.00,XSTM
2,2025,tier1,CITI-ONE ATS,5985381.00,670638313.00,ONEC
2,2025,tier1,DEALERWEB,7062.00,664586057.00,DLTA
2,2025,tier1,BNPP CORTEX ATS,7591919.00,605790044.00,BNPX
2,2025,tier1,MS RPOOL (ATS-6),6358219.00,473072566.00,MSRP
2,2025,tier1,BOATS,4813854.00,370337174.00,BLUE
2,2025,tier1,LIQUIDNET H2O ATS,247430.00,356912850.00,LQNA
2,2025,tier1,INSTINET BLOCKCROSS,128355.00,309160216.00,BLKX
2,2025,tier1,ALPHAX US,1203187.00,135264690.00,ALPX
2,2025,tier1,LIQUIDNET NEGOTIATION ATS,4926.00,121684600.00,LQNT
2,2025,tier1,CODA,1014007.00,96869040.00,CODA
2,2025,tier1,LUMINEX ATS,3453.00,89805525.00,LMNX
2,2025,tier1,IBKR EOS ATS,284441.00,28733004.00,IEOS
2,2025,tier1,STIFEL X,290546.00,18195590.00,STFX
2,2025,tier1,MOON ATS,5589.00,537488.00,MOON
2,2025,tier1,BRUCE ATS,698.00,68067.00,BOSS
